ID,YM,Prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,DODGE/VIPER,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
321,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
322,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
323,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
324,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
325,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
326,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
327,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
328,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
329,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
330,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
331,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
332,DODGE/SPIRIT,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
333,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
334,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
335,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
336,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
337,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
338,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
339,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
340,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
341,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
342,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
343,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
344,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
345,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
346,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
347,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
348,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
349,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
350,DODGE/DYNASTY,124800,124800,72994,79995,43793,40980,51290,40660,44500,34000,,,,,,,,,,,,,,,,,,,,,
